time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1772376793572401200,0.069401123046875,-0.7433777689728885,-0.7070195575863123,1.1027198341161013,0.030439000576734543,-0.2837776243686676,-0.9391229152679443
1772376793582350000,0.07935009765625,-0.21106137415142728,-0.44292949908599255,1.2593921588182448,-0.13968399167060852,-0.3323752284049988,-0.9508083462715149
1772376793592299300,0.08929931640625,0.20771383555550127,-0.14161328725814817,0.9636205755054951,-0.23543024063110352,-0.3895464539527893,-0.8990288376808167
1772376793602248200,0.099248291015625,0.3745531513437629,0.041523412130028005,0.38953590868115423,-0.24808000028133392,-0.4291559159755707,-0.7907354235649109
1772376793612197000,0.109197021484375,0.25637040576739234,0.26280761747434733,0.3107832744836807,-0.24331915378570557,-0.4547748565673828,-0.5713929533958435
1772376793622146000,0.11914599609375,0.3925384880306199,0.842851192703098,0.3892530000865459,-0.24655328691005707,-0.3140057623386383,-0.30216845870018005
1772376793632095000,0.129094970703125,0.9364669764462857,0.7094877012655139,-0.05201309583187103,-0.2712700664997101,0.028971871361136436,-0.04663591831922531
1772376793642044200,0.139044189453125,0.6991544502343982,0.6834345377288759,-0.1901362028867006,-0.2628030776977539,0.20789581537246704,0.16321611404418945
1772376793651993000,0.1489931640625,0.24560389615185557,0.642585956120491,0.10187690467536449,-0.2437693327665329,0.26989874243736267,0.31787052750587463
1772376793661942300,0.1589423828125,0.1395994997503236,0.6693425917513668,0.43387189401388165,-0.2130870521068573,0.14206676185131073,0.4237285256385803
1772376793671891200,0.16889111328125,0.2662923543175682,0.5034801216386259,0.6349678823322057,-0.15624107420444489,-0.1733010709285736,0.5060163140296936
1772376793681840000,0.178840087890625,0.4604477662503719,0.43609936080500483,0.6549819118350744,-0.09419155865907669,-0.4275221824645996,0.5415745973587036
1772376793691788300,0.188788330078125,0.3347323418805376,0.311594006344676,0.7700234185099601,0.00431019626557827,-0.6662485599517822,0.5481878519058228
1772376793701737200,0.1987373046875,0.18703997217072174,0.26579890824481844,0.8869540999323129,0.08196717500686646,-0.700340211391449,0.4983885884284973
1772376793711686100,0.20868603515625,0.3027762927093543,0.27617870183140036,1.095819553208351,0.12357072532176971,-0.6142422556877136,0.4388362467288971
1772376793721635000,0.218635009765625,0.4834797553349286,0.36407165094837546,1.6219126348018644,0.12327325344085693,-0.4846813380718231,0.40041348338127136
1772376793731584000,0.228583984375,0.8451781743459403,0.4981082193419337,2.4385744703680277,0.05613794922828674,-0.431638240814209,0.43169814348220825
1772376793741533000,0.238532958984375,1.4304305702641607,0.5899173189893364,3.1508553094834086,-0.09787052869796753,-0.4979429543018341,0.5440102815628052
1772376793751482400,0.248482421875,1.7164372770182788,0.5774091350719333,3.3073820882350202,-0.297892302274704,-0.5375422835350037,0.6580253839492798
1772376793761431300,0.258431396484375,1.4185944403894244,0.46972646672725676,2.882503063493967,-0.4787997603416443,-0.40105050802230835,0.7114963531494141
1772376793771380200,0.268380126953125,0.8262249790076166,0.3868313258975744,2.216084396365285,-0.5868923664093018,-0.05392729863524437,0.7101985216140747
1772376793781329200,0.2783291015625,0.23655692207161336,0.3182451347969472,1.768348227649927,-0.624836266040802,0.3087025582790375,0.671101450920105
1772376793791278000,0.288278076171875,-0.09121507927700877,0.37455300521329044,1.5251093801289797,-0.5862860679626465,0.530366063117981,0.6394314169883728
1772376793801227000,0.29822705078125,-0.1749621972935274,0.5736807621985673,1.653382124298811,-0.500698447227478,0.639223039150238,0.6531427502632141
1772376793811176000,0.308176025390625,-0.05540584354270249,0.7609567533485591,2.050194161462784,-0.4032418727874756,0.6588261723518372,0.7241848707199097
1772376793821125000,0.318125,0.13620326317446305,0.9124214264050126,2.543890701842308,-0.29563283920288086,0.6285848617553711,0.8627608418464661
