time,seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1772568156793585200,0.117585205078125,0.03933686187118292,-0.030391192740947006,-0.167305946919322,-0.006506148725748062,-0.029371876269578934,0.050712112337350845
1772568156803656200,0.12765625,0.024444413165748118,-0.05315671290904283,-0.1244371115297079,0.0038543464615941048,-0.06296632438898087,0.05333133414387703
1772568156813727200,0.137727294921875,0.06395064025446773,-0.0314219970934093,-0.19722703793048857,0.01278821099549532,-0.08075235038995743,0.07051686197519302
1772568156823799000,0.147799072265625,0.08089695274978875,-0.09821633634120225,-0.11338730972707271,0.014287305064499378,-0.09422954171895981,0.07895614951848984
1772568156833869800,0.157869873046875,0.0032065409563481807,-0.058112800946459174,-0.13141981002390385,0.006946874782443047,-0.0832633227109909,0.0938272625207901
1772568156843942000,0.16794189453125,0.0001676116518676281,-0.13424801918715237,-0.012834347131848334,-0.006624062079936266,-0.0638536736369133,0.10144177079200745
1772568156854013000,0.178012939453125,-0.04636763729080558,-0.039738720670342446,-0.03887012114226818,-0.02127140946686268,-0.050315700471401215,0.0859638974070549
1772568156864084000,0.188083984375,-0.060788815222680564,-0.057988736175373194,-0.0716512777596712,-0.01706148497760296,-0.03980020806193352,0.06551055610179901
1772568156874156000,0.198156005859375,-0.10246128043457865,0.0034022827241569757,-0.10890110422372817,-0.0028973110020160675,-0.03366803750395775,0.057928744703531265
1772568156884227000,0.20822705078125,-0.14853183447495102,0.03527363102026283,-0.11740706676244735,0.009162813425064087,-0.030465051531791687,0.05976898968219757
1772568156894299100,0.218299072265625,-0.10054609446302055,0.0820205499522388,-0.08814882357418537,0.010238259099423885,-0.025842327624559402,0.0529867447912693
1772568156904370200,0.2283701171875,-0.09217574100270867,0.19638364590890706,-0.05915361523628235,0.006489592604339123,-0.020305082201957703,0.03810100629925728
1772568156914441200,0.238441162109375,-0.04982143100649118,0.24842012261636554,0.04101180934607982,-0.00020646024495363235,-0.03791098669171333,0.023117097094655037
1772568156924513000,0.248512939453125,0.02589227388650179,0.24867884661778805,0.013219547057151794,-0.0008261771872639656,-0.048825155943632126,0.018108755350112915
1772568156934584000,0.258583984375,0.04670417576879263,0.17215419066809118,0.01561959393620491,0.01686566323041916,-0.0452953577041626,0.019678926095366478
1772568156944656100,0.26865625,0.03787190388515591,0.08895546378195285,0.12008417701721191,0.012834437191486359,-0.02142784185707569,0.029413046315312386
1772568156954727000,0.278726806640625,0.045816140887886284,-0.03689304891563952,0.19333704475462435,-0.0002906089648604393,0.0040250131860375404,0.03630387783050537
1772568156964798000,0.2887978515625,0.12366115872114897,-0.11462094317525624,0.12972820367515087,-0.023127481341362,0.017092611640691757,0.029688851907849312
1772568156974870000,0.2988701171875,0.21978972900286314,-0.10999328337460755,0.052176761960983274,-0.03205011039972305,0.028008276596665382,0.024494502693414688
1772568156984941000,0.308941162109375,0.2649481366343796,-0.11162694899104535,-0.06067571023702621,-0.023140504956245422,0.01620115153491497,0.01108788326382637
1772568156995012000,0.31901220703125,0.25429551745578644,-0.057385436519980425,-0.1542383755534887,-0.00420808233320713,0.015920400619506836,0.004481114912778139
1772568157005084200,0.329084228515625,0.15432269283607603,-0.01065364209190011,-0.13385726630389688,0.0136313671246171,0.02534346468746662,0.0032411469146609306
1772568157015155200,0.3391552734375,0.033088030609488485,-0.037888635824248194,-0.08135434112846851,0.0071941884234547615,0.05045195296406746,-0.003315967507660389
1772568157025227000,0.34922705078125,-0.10061214543655514,-0.045161403306201095,-0.04004033396542072,-0.004620392806828022,0.06861444562673569,-0.011917178519070148
1772568157035298000,0.359298095703125,-0.1792421761676669,-0.04978329095318913,-0.09361585680842399,-0.008279292844235897,0.06289232522249222,-0.028910811990499496
1772568157045369000,0.369369140625,-0.19048370115011928,-0.07165829202234744,-0.2553682612538338,-0.00381556898355484,0.06800905615091324,-0.030998729169368744
1772568157055441200,0.379441162109375,-0.20477116969972847,-0.045041430188342925,-0.005821838021278381,-0.01638941653072834,0.05371400713920593,-0.03697619587182999
1772568157065512000,0.389511962890625,-0.18917247242107987,0.04060015980526804,0.02044365309178829,-0.027356848120689392,0.022519070655107498,-0.032931916415691376
1772568157075584000,0.399583984375,-0.08470525899156928,0.015796996329724786,-0.046475919970870014,-0.026404663920402527,0.006535169202834368,-0.02851847931742668
1772568157085655000,0.409655029296875,-0.020282178919762372,0.07414316764064133,0.005171849679946899,-0.025436339899897575,-0.007181708700954914,-0.02682923525571823
1772568157095726000,0.41972607421875,0.005751257003098726,0.00009060089290142059,-0.036790976780653,-0.03594120591878891,-0.02757609449326992,-0.028470152989029884
1772568157105798000,0.4297978515625,0.013821896864473819,-0.06824446499086916,-0.17843173656761646,-0.026467807590961456,-0.0596352256834507,-0.030705878511071205
1772568157115869000,0.439868896484375,0.018230653217434882,-0.11725859820246695,-0.3239648276180029,0.0032724346965551376,-0.0784219279885292,-0.02886473760008812
1772568157125941000,0.44994091796875,0.00793108526021242,-0.11015395382903516,-0.34159108520150183,0.029243849217891693,-0.07299014180898666,-0.02194691076874733
1772568157136012000,0.460011962890625,-0.032734979388117785,-0.11157719156518578,-0.1926595838844776,0.03157465532422066,-0.0495288111269474,-0.01575053296983242
1772568157146083000,0.4700830078125,-0.0195391054674983,-0.12693411597721277,-0.05339782818853855,0.019003205001354218,-0.02617528662085533,-0.005136237945407629
1772568157156155100,0.480155029296875,0.009610855040699242,-0.16549181016944348,0.008625789526104927,0.004992811940610409,-0.0036381306126713753,0.004179885610938072
1772568157166226200,0.49022607421875,0.019264380179345605,-0.15567703005447983,0.003592471534013748,-0.005695785395801067,0.007015046197921038,0.012238876894116402
1772568157176298200,0.50029833984375,-0.01635828347429633,-0.1114430437915027,-0.006029927814006805,-0.010387172922492027,-0.0051903752610087395,0.019410116598010063
1772568157186369000,0.510369140625,-0.015562749182432889,-0.08985657734014094,-0.10397767634689807,-0.0025897035375237465,-0.02483811229467392,0.02018323354423046
1772568157196440000,0.520440185546875,-0.02144128582701087,-0.024215280584990978,-0.13354103996157646,0.005152547731995583,-0.040712591260671616,0.019770804792642593
1772568157206511900,0.530511962890625,-0.039954847639054054,0.025205679861828683,-0.1100023434638977,0.009802427142858505,-0.06747522950172424,0.02155539020895958
1772568157216583000,0.5405830078125,-0.000831628518551588,0.04621156994625926,-0.21572774026095867,0.023159027099609375,-0.09842216968536377,0.018109675496816635
1772568157226655000,0.550655029296875,0.0018061726391315459,0.1132056695498526,-0.26201310609579087,0.03890842944383621,-0.1173764169216156,0.01718183048069477
1772568157236726000,0.56072607421875,-0.0469875227548182,0.12929828782528638,-0.23200784393250942,0.05121530964970589,-0.12925392389297485,0.016680965200066566
1772568157246797000,0.570797119140625,-0.0342560514755547,0.08883388322889804,-0.19843875180780887,0.05790010467171669,-0.12427221983671188,0.01357651874423027
1772568157256869000,0.580869140625,-0.004753478137403727,0.06504910301566123,-0.09514438154995442,0.06300190091133118,-0.10852239280939102,0.00992064643651247
1772568157266940200,0.590940185546875,0.006130903970450162,0.057035527103766796,0.019186346507072446,0.058113932609558105,-0.10910029709339142,0.008346185088157654
1772568157277011000,0.601010986328125,0.0828461871214211,0.014883023289963602,-0.03378127357065677,0.06325559318065643,-0.12792471051216125,0.003069082275032997
1772568157287083300,0.611083251953125,0.1789335486099124,0.035564576790854334,-0.15207447551786898,0.08728742599487305,-0.13404971361160278,0.0009547984227538109
1772568157297154000,0.621154052734375,0.20652838863059877,0.0673252312541008,-0.17093407428860663,0.10482585430145264,-0.13022932410240173,-0.000667911022901535
1772568157307225900,0.631225830078125,0.17927768587246537,0.047844651040807366,-0.09151917679011821,0.11336128413677216,-0.10817862302064896,0.003585423342883587
1772568157317297000,0.641296875,0.13397066355049608,-0.017009294728934764,0.05634849468767643,0.1073586642742157,-0.07270006835460663,0.0063277557492256165
1772568157327368000,0.651367919921875,0.09737389416769146,-0.07202420272529125,0.2306231115758419,0.08060827851295471,-0.03400752693414688,0.010757124982774258
1772568157337440000,0.66143994140625,0.08477540161833166,-0.15144779498688876,0.3454915997713804,0.039248429238796234,-0.004501173738390207,0.007217971608042717
